text,drug1,drug2,ddi,ddi_type
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug1 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,neostigmine,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug1 - drug0 or drug0 - local drug0 such as drug2 - general drug0 - drug0 or other muscle relaxants,neostigmine,procaine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug1 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,neostigmine,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug1 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug2 or other muscle relaxants,neostigmine,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug1 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,neostigmine,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug1 or drug2 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,polymyxin b,bacitracin,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug1 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,polymyxin b,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug1 or drug0 - local drug0 such as drug2 - general drug0 - drug0 or other muscle relaxants,polymyxin b,procaine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug1 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,polymyxin b,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug1 or drug0 - local drug0 such as drug0 - general drug0 - drug2 or other muscle relaxants,polymyxin b,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug1 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,polymyxin b,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug1 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,bacitracin,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug1 - local drug0 such as drug2 - general drug0 - drug0 or other muscle relaxants,bacitracin,procaine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug1 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,bacitracin,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug1 - local drug0 such as drug0 - general drug0 - drug2 or other muscle relaxants,bacitracin,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug1 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,bacitracin,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug1 such as drug0 - general drug0 - drug2 or other muscle relaxants,anesthetics,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug1 such as drug0 - general drug0 - drug0 or other muscle relaxants,anesthetics,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug1 - general drug0 - drug2 or other muscle relaxants,procaine,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug1 - general drug0 - drug0 or other muscle relaxants,procaine,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug1 such as drug0 - general drug0 - drug2 or other muscle relaxants,anesthetics,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug1 such as drug0 - general drug0 - drug0 or other muscle relaxants,anesthetics,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug1 or other muscle relaxants,succinylcholine,muscle relaxants,FALSE,none
drug1 : excessive reductions in blood pressure may occur in patients on drug0 therapy when drug2 are started .,diuretics,ace inhibitors,FALSE,none
the possibility of hypotensive effects with drug1 can be minimized by discontinuing drug0 therapy for several days or cautiously increasing salt intake before initiation of treatment with drug0 . if this is not possible  the starting dose of drug2 should be reduced..,univasc,moexpril,FALSE,none
the possibility of hypotensive effects with drug1 can be minimized by discontinuing drug0 therapy for several days or cautiously increasing salt intake before initiation of treatment with drug0 . if this is not possible  the starting dose of drug2 should be reduced..,univasc,moexpril,FALSE,none
drug1 supplements and drug2 : drug0 can increase serum drug0 because it decreases aldosterone secretion .,potassium,potassium-sparing diuretics,FALSE,none
drug1 supplements and drug0-sparing drug0 : drug2 can increase serum drug0 because it decreases aldosterone secretion .,potassium,univasc,FALSE,none
drug0 supplements and drug1 : drug2 can increase serum drug0 because it decreases aldosterone secretion .,potassium-sparing diuretics,univasc,FALSE,none
use of drug1 ( drug2  drug0  drug0 ) or drug0 supplements concomitantly with drug0 can increase the risk of hyperkalemia .,potassium-sparing diuretics,spironolactone,FALSE,none
use of drug1 ( drug0  drug2  drug0 ) or drug0 supplements concomitantly with drug0 can increase the risk of hyperkalemia .,potassium-sparing diuretics,triamterene,FALSE,none
use of drug1 ( drug0  drug0  drug2 ) or drug0 supplements concomitantly with drug0 can increase the risk of hyperkalemia .,potassium-sparing diuretics,amiloride,FALSE,none
use of drug1 ( drug0  drug0  drug0 ) or drug2 supplements concomitantly with drug0 can increase the risk of hyperkalemia .,potassium-sparing diuretics,potassium,FALSE,none
use of drug1 ( drug0  drug0  drug0 ) or drug0 supplements concomitantly with drug2 can increase the risk of hyperkalemia .,potassium-sparing diuretics,ace inhibitors,TRUE,effect
use of drug2-sparing drug0 ( drug1  drug0  drug0 ) or drug0 supplements concomitantly with drug0 can increase the risk of hyperkalemia .,spironolactone,potassium,FALSE,none
